Rep,Word,Interval,RealTime,Time,F1,F2,F3,F1_s,F2_s,F3_s,Speaker
kedavra02,kedavra,non,3.1718625873893695,-0.175,,,,,,,Clara
kedavra02,kedavra,non,3.1781125873893696,-0.16875,,,,,,,Clara
kedavra02,kedavra,non,3.1843625873893697,-0.1625,,,,,,,Clara
kedavra02,kedavra,non,3.19061258738937,-0.15625,,,,,,,Clara
kedavra02,kedavra,b,3.1968625873893695,-0.15,593.4579015051569,1812.8337913177184,3327.0245825326174,593.4579015051569,1812.8337913177184,3327.0245825326174,Clara
kedavra02,kedavra,b,3.2031125873893695,-0.14375,676.9221664771829,1795.8741988282059,3340.622973748849,663.6346731684222,1802.0458333641175,3333.3801317466146,Clara
kedavra02,kedavra,b,3.2093625873893696,-0.1375,732.0797837176309,1795.46043579608,3341.331534438615,724.4795955653304,1792.7916321254336,3336.7894491338648,Clara
kedavra02,kedavra,b,3.2156125873893697,-0.13125,792.4323843002484,1798.9848210646499,3337.252534694369,779.0004568201276,1785.7275456517827,3303.8968420096935,Clara
kedavra02,kedavra,b,3.22186258738937,-0.125,819.9055536741334,1774.6819394072534,3235.5002371131022,819.2473408832631,1755.2633725886778,3220.994113737534,Clara
kedavra02,kedavra,b,3.2281125873893695,-0.11875,860.2304684513222,1706.0369907571126,3090.2295694051318,854.4407230925553,1716.1537125558855,3137.3760077165316,Clara
kedavra02,kedavra,b,3.2343625873893695,-0.1125,890.9303014821102,1667.7422075032905,3086.39821663136,881.9730057773617,1679.8013309212738,3066.3735573959725,Clara
kedavra02,kedavra,b,3.2406125873893696,-0.10625,902.9151621961953,1661.793920562723,3022.4928861514245,909.7553028101948,1667.4292910259792,3050.494454864232,Clara
kedavra02,kedavra,b,3.2468625873893697,-0.1,926.9262473782984,1663.5073815035462,3014.7967959087073,933.3724675594298,1665.41939505314,3028.116907286297,Clara
kedavra02,kedavra,b,3.25311258738937,-0.09375,974.6144751570478,1676.0478215797352,3062.6916374683974,957.5751658566347,1668.0200637519229,3028.5307291979566,Clara
kedavra02,kedavra,b,3.2593625873893695,-0.0875,977.9223717646282,1659.9176576660009,3023.7343518864036,977.6354795362244,1673.3342626568358,3003.2893720030115,Clara
kedavra02,kedavra,b,3.2656125873893695,-0.08125,988.4582634865915,1670.8057796197963,2966.8681902250764,995.0974735663407,1680.6651248734415,2984.0689847149297,Clara
kedavra02,kedavra,b,3.2718625873893696,-0.075,1019.9691476661516,1709.8092779059352,2961.604412033309,1004.8436396756383,1688.3910022899815,2963.5070273456695,Clara
kedavra02,kedavra,b,3.2781125873893697,-0.06875,1021.1623198370331,1696.6044328493851,2957.142002938782,1005.7219156482662,1680.5150171306575,2964.560633094259,Clara
kedavra02,kedavra,b,3.28436258738937,-0.0625,1001.5805876332739,1661.2355123079963,2962.4925475239384,1002.3766243366111,1665.9661383730315,2977.7193330004943,Clara
kedavra02,kedavra,b,3.2906125873893695,-0.05625,994.7744177268465,1640.0584699617132,2982.9160120029082,996.8076827643199,1638.6840500735761,2994.7793764767994,Clara
kedavra02,kedavra,b,3.2968625873893695,-0.05,994.0680429328391,1614.7581679510185,3039.668475980088,971.5466739600561,1607.7272884993972,3017.6212138068804,Clara
kedavra02,kedavra,b,3.3031125873893696,-0.04375,925.7975612204824,1568.3652275854604,3043.5412084121695,929.9670251553185,1571.6232682292275,3031.682316821693,Clara
kedavra02,kedavra,b,3.3093625873893697,-0.0375,778.9959728600513,1531.7464091512038,3037.44056294209,876.2341003083799,1540.572716182715,3041.2432724261507,Clara
kedavra02,kedavra,b,3.31561258738937,-0.03125,814.2733814047862,1521.6065118114816,3042.986433180734,858.3991025796773,1525.5731565182289,3043.6905961774137,Clara
kedavra02,kedavra,b,3.3218625873893695,-0.025,886.7425639239945,1517.3079981209796,3046.3823910997344,865.0872610150682,1520.7894443316552,3041.1908197383796,Clara
kedavra02,kedavra,b,3.3281125873893695,-0.01875,930.3117546639638,1525.1265853725215,3048.8065482490215,885.2832813222672,1519.4147894151567,3041.8534029988755,Clara
kedavra02,kedavra,b,3.3343625873893696,-0.0125,893.4573293136194,1517.4825470619862,3025.146591858964,849.2763229192534,1504.2252905242142,3039.9635666135805,Clara
kedavra02,kedavra,b,3.3406125873893697,-0.00625,764.271692825334,1477.798051919174,3038.9919053557774,787.988426532916,1462.9256658341626,3046.477859873472,Clara
