Rep,Word,Interval,RealTime,Time,F1,F2,F3,F1_s,F2_s,F3_s,Speaker,Ch3_X,Ch3_Y,Ch4_X,Ch4_Y
forefront,forefront,2,1.241259534753521,-0.08125,655.0969402024082,1033.1663907742334,2458.0779840091845,652.4104673461485,1029.8136991167833,2457.9562155412764,S1,24.18092807130422,10.408488011884037,45.599124124782385,11.656976023768074
forefront,forefront,2,1.2475095347535208,-0.075,658.5470805892238,1093.7060608051634,2413.540113806054,658.5860760669863,1079.0089260493269,2406.4192556068438,S1,24.317023392753516,10.386488303623242,45.78032105347816,11.713511696376758
forefront,forefront,2,1.2537595347535209,-0.06875,662.7466793537841,1130.9670433526542,2347.6396690052925,663.5075978714866,1124.5280955858066,2349.832381867441,S1,24.76223026739082,10.360839327391314,46.268033630434246,11.830767398695533
forefront,forefront,2,1.2600095347535207,-0.0625,668.2963041342066,1156.0496368490396,2288.317362790977,667.9279553836087,1167.775949376993,2294.3025453381974,S1,25.16590409507229,10.268666958405873,46.90047514855045,11.833238011884037
forefront,forefront,2,1.2662595347535208,-0.05625,673.611903595513,1202.312398381095,2246.950604218323,671.8169240921767,1214.5739727206344,2243.1830046679024,S1,25.46309357101406,10.218154678550704,47.22008816043449,11.87854137492746
forefront,forefront,2,1.272509534753521,-0.05,676.0694604947178,1267.5709200249669,2194.2810469944066,673.976307603616,1264.8439647150674,2186.575940704284,S1,26.098676029129784,10.210392982173945,47.85056842782532,11.939607017826054
forefront,forefront,2,1.2787595347535208,-0.04375,676.5652933793256,1328.231439334955,2118.4961709001236,674.3304880065336,1313.8662115697537,2118.4107027751265,S1,26.831652344637057,10.235976023768073,48.81952047536146,12.057928071304218
forefront,forefront,2,1.2850095347535209,-0.0375,673.2454235232151,1367.328473675381,2042.4548904308494,670.4838695418262,1353.1580816815888,2040.389803470214,S1,27.452616963767575,10.227261696376758,49.36245058884011,12.027095321449297
forefront,forefront,2,1.2912595347535207,-0.03125,663.548743093297,1389.5225986671694,1960.2183490796688,660.639733094938,1382.367416441771,1955.4110489358518,S1,28.02860555913001,10.266089327391315,49.99592573739054,12.013910672608684
forefront,forefront,2,1.2975095347535208,-0.025,645.125032668302,1398.9665847116792,1863.5599072970372,640.3859456238298,1404.8303176407735,1845.7791693716035,S1,28.42559415449247,10.253630994057982,50.67112924362274,12.05184502971009
forefront,forefront,2,1.303759534753521,-0.01875,612.4840611098906,1420.6328035942727,1713.5592517381046,616.0337533517213,1423.332097687009,1740.8244964899907,S1,28.873093571014067,10.223517982173945,50.93475541057958,11.990553946521835
forefront,forefront,2,1.3100095347535208,-0.0125,590.4921662769715,1453.5648604844605,1547.3836564517087,596.8835437183393,1438.9548685406037,1699.8744585288657,S1,29.3867137439129,10.358714327391315,51.3011415234779,12.033857017826053
forefront,forefront,2,1.3162595347535209,-0.00625,587.6744037681558,1456.6729350702003,1577.1494091315567,587.694067470434,1488.8636697139118,1852.899782115096,S1,29.488767982173947,10.33127997028991,51.62492807130422,12.086208041594128
forefront,forefront,2,1.3225095347535207,0,569.90670860851,1450.3271668985503,1934.035930375615,630.9973466944562,1575.683408841397,2148.502637938611,S1,29.58164210695632,10.306202339275352,51.76202339275351,12.123797660724648
forefront,forefront,3,1.3287595347535208,0.00625,582.1568609641938,1695.3113171657872,2768.1210358620347,702.8845364568998,1736.7219066635191,2571.7889219931676,S1,29.875177487825802,10.457231434347639,51.903928071304215,12.180624708260792
forefront,forefront,3,1.335009534753521,0.0125,870.8972992895656,1947.8970065308333,3130.2898654351343,802.7418638902251,1909.56167503246,2888.4432424110323,S1,30.03111900594202,10.52216695840587,52.03447602376807,12.147690934637799
forefront,forefront,3,1.3412595347535208,0.01875,1024.5150851467797,2174.811697149956,3253.016255292629,922.1897189173696,2122.9887964296577,3105.9979193230083,S1,30.086505410579566,10.456422660724648,52.09861871420281,12.039267982173946
forefront,forefront,3,1.3475095347535209,0.025,898.0779300427363,2241.1258559188004,3114.9065020656462,1031.0471888980258,2287.4545476923104,3185.154165546366,S1,30.127750291739208,10.456035672608685,52.095678946521836,12.03207134521737
forefront,forefront,3,1.3537595347535207,0.03125,1132.9760529141633,2503.9752046626127,3116.6376019899753,1156.4669455905484,2412.878689632111,3235.7177991479953,S1,30.1,10.41752997028991,52.06,11.972047952463857
forefront,forefront,3,1.3600095347535208,0.0375,1361.7388359521742,2615.7916659728576,3381.1682664291634,1269.972378565488,2445.6117091386254,3293.876512885055,S1,30.29333274985492,10.485714035652109,52.03285701782605,11.939047660724649
forefront,forefront,3,1.366259534753521,0.04375,1388.5177165732737,2437.5925094258278,3431.9405671205823,1391.2988603952035,2471.4183541314324,3346.8598915121806,S1,30.362018565652356,10.50589327391315,52.06341067260869,11.919767982173944
